symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
LRCETH,-0.00000021,-0.196,0.00010705,0.00010704,0.00010686,160.00000000,0.00010674,571.00000000,0.00010719,172.00000000,0.00010707,0.00010777,0.00010678,948.00000000,0.10148559,1696598528775,1696684928775,4719690,4719703,14
QTUMBTC,0.00000040,0.495,0.00008106,0.00008080,0.00008120,129.60000000,0.00008110,116.40000000,0.00008130,1.30000000,0.00008080,0.00008160,0.00008040,3052.90000000,0.24747104,1696598671345,1696685071345,24084848,24085136,289
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
OMGBTC,0.00000000,0.000,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
OMGETH,0.00000000,0.000,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ZRXBTC,-0.00000007,-1.054,0.00000660,0.00000663,0.00000657,22.00000000,0.00000657,11601.00000000,0.00000660,223.00000000,0.00000664,0.00000672,0.00000655,142878.00000000,0.94320990,1696598636974,1696685036974,25408851,25409113,263
ZRXETH,0.00000000,0.000,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
KNCBTC,-0.00000066,-2.552,0.00002550,0.00002589,0.00002520,209.80000000,0.00002521,619.20000000,0.00002524,85.60000000,0.00002586,0.00002631,0.00002485,88155.00000000,2.24782510,1696598613432,1696685013432,20274606,20275508,903
KNCETH,0.00000000,0.000,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
FUNETH,-0.00000002,-0.746,0.00000266,0.00000269,0.00000266,120845.00000000,0.00000265,142179.00000000,0.00000267,119435.00000000,0.00000268,0.00000270,0.00000264,459688.00000000,1.22063815,1696598669406,1696685069406,3203853,3203874,22
SNMBTC,-0.00000069,-54.762,0.00000098,0.00000127,0.00000057,46703.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000126,0.00000147,0.00000055,26662465.00000000,26.13502488,1692586803266,1692673203266,14644423,14651718,7296
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
NEOETH,0.00001300,0.300,0.00435307,0.00434700,0.00435300,4.18000000,0.00435000,2.50000000,0.00435600,27.99000000,0.00434000,0.00439600,0.00429700,1174.55000000,5.11289688,1696598667131,1696685067131,11351196,11351436,241
IOTABTC,0.00000002,0.362,0.00000553,0.00000553,0.00000554,6304.00000000,0.00000552,11319.00000000,0.00000554,2097.00000000,0.00000552,0.00000560,0.00000547,335182.00000000,1.85441234,1696598667161,1696685067161,34356755,34357195,441
IOTAETH,0.00000140,1.507,0.00009359,0.00009360,0.00009430,37.00000000,0.00009410,1518.00000000,0.00009440,6000.00000000,0.00009290,0.00009440,0.00009280,2289.00000000,0.21422710,1696598637476,1696685037476,7782747,7782761,15
LINKBTC,-0.00000180,-0.658,0.00027349,0.00027370,0.00027190,14.41000000,0.00027180,173.35000000,0.00027200,911.62000000,0.00027370,0.00027630,0.00027090,165700.80000000,45.31795433,1696598642598,1696685042598,89835010,89842396,7387
LINKETH,0.00001500,0.325,0.00464732,0.00461500,0.00463300,1.19000000,0.00463400,95.75000000,0.00463700,38.38000000,0.00461800,0.00469000,0.00460600,23819.81000000,110.69838774,1696598642615,1696685042615,20366758,20369070,2313
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
XVGETH,-0.00000001,-0.485,0.00000206,0.00000205,0.00000205,25137.00000000,0.00000205,152364.00000000,0.00000206,133093.00000000,0.00000206,0.00000207,0.00000204,522389.00000000,1.07702762,1696598646098,1696685046098,11230566,11230604,39
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
MTLBTC,-0.00000046,-1.005,0.00004544,0.00004568,0.00004532,1121.30000000,0.00004524,2.30000000,0.00004533,94.80000000,0.00004578,0.00004614,0.00004483,10767.40000000,0.48929098,1696598509210,1696684909210,20579628,20579783,156
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
EOSBTC,-0.00000013,-0.633,0.00002055,0.00002052,0.00002041,919.70000000,0.00002041,835.50000000,0.00002043,9950.50000000,0.00002054,0.00002073,0.00002030,1344397.30000000,27.63229017,1696598661254,1696685061254,74805126,74808672,3547
SNTBTC,0.00000002,2.326,0.00000087,0.00000086,0.00000088,1853.00000000,0.00000086,369111.00000000,0.00000087,450.00000000,0.00000086,0.00000088,0.00000085,1455483.00000000,1.26192046,1696598652589,1696685052589,12653307,12653828,522
ETCETH,-0.00003000,-0.314,0.00955869,0.00956000,0.00953000,12.52000000,0.00954000,7.41000000,0.00956000,86.25000000,0.00956000,0.00959000,0.00951000,904.98000000,8.65042650,1696598642240,1696685042240,8668795,8668944,150
ETCBTC,-0.00000500,-0.883,0.00056241,0.00056600,0.00056100,0.32000000,0.00056000,1.68000000,0.00056100,1024.59000000,0.00056600,0.00056700,0.00055800,8109.13000000,4.56066550,1696598663024,1696685063024,43892863,43893774,912
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ZECBTC,-0.00002300,-2.321,0.00096608,0.00099400,0.00096800,0.53500000,0.00096900,143.76100000,0.00097100,106.04800000,0.00099100,0.00099100,0.00095100,3098.02200000,2.99293383,1696598671251,1696685071251,28074161,28074801,641
ZECETH,-0.00015000,-0.900,0.01648133,0.01670000,0.01652000,0.10000000,0.01652000,7.35700000,0.01655000,8.41700000,0.01667000,0.01667000,0.01619000,657.81800000,10.84171286,1696598671245,1696685071245,3582557,3582703,147
BNTBTC,-0.00000003,-0.211,0.00001425,0.00001426,0.00001419,65.90000000,0.00001423,878.80000000,0.00001430,13.90000000,0.00001422,0.00001437,0.00001417,6269.60000000,0.08932316,1696598632720,1696685032720,8329734,8329854,121
ASTBTC,-0.00000004,-1.258,0.00000315,0.00000318,0.00000314,512.00000000,0.00000313,36905.00000000,0.00000314,219.00000000,0.00000318,0.00000318,0.00000313,112282.00000000,0.35383963,1696598546990,1696684946990,17591865,17592984,1120
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DASHBTC,-0.00001300,-1.324,0.00096731,0.00098200,0.00096900,9.13000000,0.00096900,28.30600000,0.00097100,48.74300000,0.00098200,0.00098400,0.00095600,3509.71400000,3.39497800,1696598670630,1696685070630,27671257,27672433,1177
DASHETH,0.00003000,0.181,0.01642236,0.01659000,0.01661000,0.40000000,0.01652000,3.69000000,0.01658000,20.00000000,0.01658000,0.01661000,0.01628000,120.45400000,1.97813901,1696598637604,1696685037604,3895203,3895284,82
OAXBTC,-0.00000015,-2.646,0.00000557,0.00000565,0.00000552,1850.00000000,0.00000551,4804.00000000,0.00000553,3994.00000000,0.00000567,0.00000572,0.00000549,245492.00000000,1.36736486,1696598664597,1696685064597,16011832,16012803,972
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
REQBTC,-0.00000001,-0.439,0.00000227,0.00000228,0.00000227,1625.00000000,0.00000227,26241.00000000,0.00000228,1512.00000000,0.00000228,0.00000229,0.00000225,114549.00000000,0.25982567,1696598651506,1696685051506,13838012,13838615,604
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
VIBBTC,0.00000002,1.242,0.00000164,0.00000161,0.00000163,43929.00000000,0.00000163,10389.00000000,0.00000164,9508.00000000,0.00000161,0.00000169,0.00000160,729710.00000000,1.19411647,1696598647732,1696685047732,12468797,12470086,1290
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
TRXBTC,0.00000002,0.639,0.00000312,0.00000314,0.00000315,342.00000000,0.00000315,898737.00000000,0.00000316,1627298.00000000,0.00000313,0.00000316,0.00000309,11802578.00000000,36.87746400,1696598666737,1696685066737,69905439,69910902,5464
TRXETH,0.00000089,1.684,0.00005309,0.00005287,0.00005375,2020.00000000,0.00005376,4826.00000000,0.00005377,2827.00000000,0.00005286,0.00005377,0.00005252,3182374.00000000,168.95917080,1696598661475,1696685061475,36475461,36478523,3063
POWRBTC,0.00000010,1.845,0.00000545,0.00000542,0.00000552,22.00000000,0.00000548,1780.00000000,0.00000550,30.00000000,0.00000542,0.00000557,0.00000535,103775.00000000,0.56527818,1696598664936,1696685064936,16821818,16822116,299
POWRETH,0.00000230,2.511,0.00009260,0.00009160,0.00009390,65.00000000,0.00009350,652.00000000,0.00009400,1817.00000000,0.00009160,0.00009470,0.00009110,9830.00000000,0.91030530,1696598116220,1696684516220,3149081,3149101,21
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
XRPBTC,-0.00000028,-1.478,0.00001877,0.00001895,0.00001867,210.00000000,0.00001866,23568.00000000,0.00001867,39262.00000000,0.00001895,0.00001896,0.00001866,6861394.00000000,128.75661335,1696598669544,1696685069544,156261860,156271159,9300
XRPETH,-0.00000150,-0.469,0.00031884,0.00031970,0.00031820,301.00000000,0.00031820,1689.00000000,0.00031830,504.00000000,0.00031970,0.00032040,0.00031760,505281.00000000,161.10314990,1696598658762,1696685058762,29826235,29827717,1483
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ENJBTC,-0.00000010,-1.236,0.00000807,0.00000809,0.00000799,5516.40000000,0.00000799,2000.00000000,0.00000800,4099.60000000,0.00000809,0.00000820,0.00000797,416253.00000000,3.35810572,1696598501437,1696684901437,40327294,40328138,845
ENJETH,-0.00000060,-0.438,0.00013688,0.00013650,0.00013630,3685.80000000,0.00013620,10.30000000,0.00013690,4245.20000000,0.00013690,0.00013780,0.00013610,53100.00000000,7.26852697,1696598452212,1696684852212,7774489,7774572,84
STORJBTC,-0.00000040,-2.410,0.00001569,0.00001655,0.00001620,17.00000000,0.00001621,2406.00000000,0.00001624,590.00000000,0.00001660,0.00001665,0.00001519,646128.00000000,10.13536002,1696598671262,1696685071262,13730038,13733783,3746
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BNBUSDT,1.90000000,0.900,212.95671501,211.00000000,213.00000000,50.20300000,213.00000000,642.07700000,213.10000000,404.42600000,211.10000000,214.60000000,210.80000000,228575.40400000,48676667.16870000,1696598669759,1696685069759,673600670,673698753,98084
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
KMDBTC,-0.00000011,-1.377,0.00000787,0.00000799,0.00000788,100.00000000,0.00000787,5942.00000000,0.00000790,126.00000000,0.00000799,0.00000799,0.00000780,80329.00000000,0.63250962,1696598658355,1696685058355,14310286,14311211,926
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
NULSBTC,-0.00000009,-1.406,0.00000634,0.00000640,0.00000631,131.00000000,0.00000631,16.00000000,0.00000633,1500.00000000,0.00000640,0.00000641,0.00000627,50170.00000000,0.31790870,1696598461182,1696684861182,14863562,14864442,881
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
XMRBTC,-0.00001200,-0.220,0.00543226,0.00544900,0.00543700,0.19500000,0.00543400,8.91400000,0.00543700,5.63600000,0.00544900,0.00548000,0.00538000,17922.49800000,97.35960161,1696598670897,1696685070897,48684743,48692671,7929
XMRETH,0.00080000,0.871,0.09253118,0.09188000,0.09268000,0.01100000,0.09265000,0.79600000,0.09272000,5.56400000,0.09188000,0.09340000,0.09120000,9650.41200000,892.96403108,1696598670734,1696685070734,6235062,6237059,1998
